,SalesOrderID,SalesReasonID,ModifiedDate
5690,52409,1,2013-07-11
5691,52410,1,2013-07-11
5692,52411,1,2013-07-11
5693,52412,1,2013-07-11
5694,52413,1,2013-07-11
5695,52414,1,2013-07-11
5696,52415,1,2013-07-11
5697,52416,1,2013-07-11
5698,52418,1,2013-07-11
5699,52419,4,2013-07-11
5700,52420,4,2013-07-11
5701,52421,1,2013-07-11
5702,52422,1,2013-07-11
5703,52423,1,2013-07-11
5704,52424,1,2013-07-11
5705,52425,1,2013-07-11
5706,52426,1,2013-07-11
5707,52427,1,2013-07-11
5708,52428,1,2013-07-11
5709,52429,1,2013-07-11
5710,52429,10,2013-07-11
5711,52430,1,2013-07-11
5712,52431,1,2013-07-11
5713,52432,1,2013-07-11
5714,52433,1,2013-07-11
5715,52434,1,2013-07-11
5716,52434,10,2013-07-11
5717,52435,1,2013-07-11
5718,52436,1,2013-07-11
5719,52437,1,2013-07-11
5720,52438,1,2013-07-11
5721,52439,1,2013-07-11
5722,52440,1,2013-07-11
5723,52442,1,2013-07-11
5724,52443,1,2013-07-11
5725,52444,1,2013-07-11
5726,52445,1,2013-07-11
5727,52446,1,2013-07-11
5728,52447,1,2013-07-11
5729,52448,1,2013-07-11
5730,52449,1,2013-07-11
5731,52450,6,2013-07-11
5732,52451,1,2013-07-11
5733,52451,2,2013-07-11
5734,52452,1,2013-07-11
5735,52452,2,2013-07-11
5736,52453,1,2013-07-11
5737,52454,1,2013-07-11
5738,52455,1,2013-07-11
5739,52455,2,2013-07-11
5740,52456,2,2013-07-11
5741,52457,1,2013-07-11
5742,52458,1,2013-07-11
5743,52458,2,2013-07-11
5744,52459,1,2013-07-11
5745,52460,1,2013-07-11
5746,52460,2,2013-07-11
5747,52461,1,2013-07-11
5748,52461,2,2013-07-11
5749,52462,1,2013-07-11
5750,52462,2,2013-07-11
5751,52463,1,2013-07-11
5752,52464,1,2013-07-11
5753,52464,2,2013-07-11
5754,52465,1,2013-07-11
5755,52465,2,2013-07-11
5756,52465,10,2013-07-11
5757,52466,5,2013-07-11
5758,52468,1,2013-07-11
5759,52468,2,2013-07-11
5760,52469,1,2013-07-12
5761,52470,1,2013-07-12
5762,52471,1,2013-07-12
5763,52472,1,2013-07-12
5764,52473,4,2013-07-12
5765,52474,1,2013-07-12
5766,52475,1,2013-07-12
5767,52476,6,2013-07-12
5768,52477,1,2013-07-12
5769,52479,1,2013-07-12
5770,52481,1,2013-07-12
5771,52482,1,2013-07-12
5772,52482,2,2013-07-12
5773,52483,1,2013-07-12
5774,52484,1,2013-07-12
5775,52485,1,2013-07-12
5776,52486,1,2013-07-12
5777,52487,1,2013-07-12
5778,52488,1,2013-07-12
5779,52489,1,2013-07-12
5780,52490,1,2013-07-12
5781,52490,10,2013-07-12
5782,52491,1,2013-07-12
5783,52492,1,2013-07-12
5784,52493,6,2013-07-12
5785,52494,1,2013-07-12
5786,52495,1,2013-07-12
5787,52496,1,2013-07-12
5788,52497,1,2013-07-12
5789,52498,6,2013-07-12
5790,52499,1,2013-07-12
5791,52500,1,2013-07-12
5792,52501,1,2013-07-12
5793,52502,1,2013-07-12
5794,52503,1,2013-07-12
5795,52504,1,2013-07-12
5796,52505,1,2013-07-12
5797,52506,1,2013-07-12
5798,52507,1,2013-07-12
5799,52508,1,2013-07-12
5800,52509,1,2013-07-12
5801,52510,1,2013-07-12
5802,52511,1,2013-07-12
5803,52512,1,2013-07-12
5804,52513,1,2013-07-12
5805,52514,2,2013-07-12
5806,52515,1,2013-07-12
5807,52516,1,2013-07-12
5808,52517,1,2013-07-12
5809,52518,1,2013-07-12
5810,52518,2,2013-07-12
5811,52519,1,2013-07-12
5812,52520,1,2013-07-12
5813,52520,2,2013-07-12
5814,52521,1,2013-07-12
5815,52522,1,2013-07-13
5816,52522,2,2013-07-13
5817,52523,1,2013-07-13
5818,52524,4,2013-07-13
5819,52525,1,2013-07-13
5820,52526,1,2013-07-13
5821,52527,1,2013-07-13
5822,52528,1,2013-07-13
5823,52529,1,2013-07-13
5824,52531,1,2013-07-13
5825,52532,1,2013-07-13
5826,52533,1,2013-07-13
5827,52534,1,2013-07-13
5828,52534,10,2013-07-13
5829,52535,1,2013-07-13
5830,52536,1,2013-07-13
5831,52536,10,2013-07-13
5832,52537,1,2013-07-13
5833,52538,1,2013-07-13
5834,52539,1,2013-07-13
5835,52540,1,2013-07-13
5836,52541,1,2013-07-13
5837,52542,1,2013-07-13
5838,52543,1,2013-07-13
5839,52544,1,2013-07-13
5840,52545,1,2013-07-13
5841,52546,1,2013-07-13
5842,52547,1,2013-07-13
5843,52548,1,2013-07-13
5844,52549,1,2013-07-13
5845,52550,1,2013-07-13
5846,52551,1,2013-07-13
5847,52552,1,2013-07-13
5848,52553,1,2013-07-13
5849,52554,1,2013-07-13
5850,52555,1,2013-07-13
5851,52556,1,2013-07-13
5852,52557,1,2013-07-13
5853,52558,1,2013-07-13
5854,52559,1,2013-07-13
5855,52560,1,2013-07-13
5856,52561,1,2013-07-13
5857,52562,1,2013-07-13
5858,52563,1,2013-07-13
5859,52563,10,2013-07-13
5860,52564,1,2013-07-13
5861,52566,1,2013-07-13
5862,52567,2,2013-07-13
5863,52568,1,2013-07-13
5864,52568,2,2013-07-13
5865,52569,1,2013-07-13
5866,52570,1,2013-07-13
5867,52571,1,2013-07-13
5868,52572,1,2013-07-13
5869,52572,2,2013-07-13
5870,52575,1,2013-07-13
5871,52575,2,2013-07-13
5872,52577,1,2013-07-14
5873,52577,2,2013-07-14
5874,52578,4,2013-07-14
5875,52579,1,2013-07-14
5876,52580,1,2013-07-14
5877,52581,1,2013-07-14
5878,52582,1,2013-07-14
5879,52583,1,2013-07-14
5880,52583,10,2013-07-14
5881,52584,1,2013-07-14
5882,52584,10,2013-07-14
5883,52585,1,2013-07-14
5884,52586,1,2013-07-14
5885,52587,1,2013-07-14
5886,52589,1,2013-07-14
5887,52590,1,2013-07-14
5888,52591,1,2013-07-14
5889,52592,1,2013-07-14
5890,52593,1,2013-07-14
5891,52594,1,2013-07-14
5892,52595,1,2013-07-14
5893,52596,1,2013-07-14
5894,52597,1,2013-07-14
5895,52598,1,2013-07-14
5896,52599,1,2013-07-14
5897,52600,1,2013-07-14
5898,52601,1,2013-07-14
5899,52602,1,2013-07-14
5900,52603,1,2013-07-14
5901,52604,1,2013-07-14
5902,52605,1,2013-07-14
5903,52606,1,2013-07-14
5904,52607,1,2013-07-14
5905,52607,10,2013-07-14
5906,52608,1,2013-07-14
5907,52609,1,2013-07-14
5908,52609,2,2013-07-14
5909,52610,1,2013-07-14
5910,52611,1,2013-07-14
5911,52612,1,2013-07-14
5912,52613,1,2013-07-14
5913,52613,2,2013-07-14
5914,52614,1,2013-07-14
5915,52614,2,2013-07-14
5916,52614,10,2013-07-14
5917,52615,1,2013-07-15
5918,52616,1,2013-07-15
5919,52617,1,2013-07-15
5920,52617,10,2013-07-15
5921,52618,1,2013-07-15
5922,52619,1,2013-07-15
5923,52619,10,2013-07-15
5924,52620,1,2013-07-15
5925,52621,1,2013-07-15
5926,52622,4,2013-07-15
5927,52623,4,2013-07-15
5928,52624,4,2013-07-15
5929,52625,2,2013-07-15
5930,52626,1,2013-07-15
5931,52627,1,2013-07-15
5932,52627,10,2013-07-15
5933,52628,1,2013-07-15
5934,52629,1,2013-07-15
5935,52630,1,2013-07-15
5936,52630,10,2013-07-15
5937,52631,1,2013-07-15
5938,52632,1,2013-07-15
5939,52633,1,2013-07-15
5940,52634,1,2013-07-15
5941,52635,1,2013-07-15
5942,52636,1,2013-07-15
5943,52637,1,2013-07-15
5944,52638,1,2013-07-15
5945,52639,1,2013-07-15
5946,52640,1,2013-07-15
5947,52641,1,2013-07-15
5948,52642,1,2013-07-15
5949,52643,1,2013-07-15
5950,52644,1,2013-07-15
5951,52645,1,2013-07-15
5952,52646,1,2013-07-15
5953,52647,1,2013-07-15
5954,52648,1,2013-07-15
5955,52649,1,2013-07-15
5956,52650,1,2013-07-15
5957,52651,1,2013-07-15
5958,52652,4,2013-07-15
5959,52653,1,2013-07-15
5960,52654,1,2013-07-15
5961,52655,1,2013-07-15
5962,52656,1,2013-07-15
5963,52657,2,2013-07-15
5964,52658,1,2013-07-15
5965,52659,1,2013-07-15
5966,52660,6,2013-07-15
5967,52661,1,2013-07-15
5968,52662,1,2013-07-15
5969,52662,2,2013-07-15
5970,52663,1,2013-07-15
5971,52664,1,2013-07-15
5972,52665,1,2013-07-15
5973,52666,1,2013-07-15
5974,52667,1,2013-07-15
5975,52668,1,2013-07-15
5976,52669,1,2013-07-15
5977,52669,2,2013-07-15
5978,52671,1,2013-07-16
5979,52672,1,2013-07-16
5980,52673,1,2013-07-16
5981,52674,1,2013-07-16
5982,52675,1,2013-07-16
5983,52676,1,2013-07-16
5984,52677,1,2013-07-16
5985,52678,1,2013-07-16
5986,52679,1,2013-07-16
5987,52680,1,2013-07-16
5988,52681,1,2013-07-16
5989,52682,1,2013-07-16
5990,52683,1,2013-07-16
5991,52684,1,2013-07-16
5992,52685,1,2013-07-16
5993,52686,1,2013-07-16
5994,52687,1,2013-07-16
5995,52689,1,2013-07-16
5996,52690,1,2013-07-16
5997,52691,1,2013-07-16
5998,52692,1,2013-07-16
5999,52693,6,2013-07-16
6000,52694,1,2013-07-16
6001,52695,1,2013-07-16
6002,52696,1,2013-07-16
6003,52697,1,2013-07-16
6004,52698,1,2013-07-16
6005,52699,1,2013-07-16
6006,52701,4,2013-07-16
6007,52701,10,2013-07-16
6008,52702,6,2013-07-16
6009,52703,1,2013-07-16
6010,52704,1,2013-07-16
6011,52705,1,2013-07-16
6012,52706,1,2013-07-16
6013,52707,1,2013-07-16
6014,52708,1,2013-07-16
6015,52709,4,2013-07-16
6016,52710,1,2013-07-16
6017,52711,1,2013-07-16
6018,52712,1,2013-07-16
6019,52713,1,2013-07-16
6020,52714,1,2013-07-16
6021,52714,10,2013-07-16
6022,52715,1,2013-07-16
6023,52717,1,2013-07-16
6024,52718,2,2013-07-16
6025,52719,1,2013-07-16
6026,52722,1,2013-07-16
6027,52723,1,2013-07-16
6028,52724,1,2013-07-16
6029,52725,1,2013-07-16
6030,52726,1,2013-07-17
6031,52727,1,2013-07-17
6032,52728,1,2013-07-17
6033,52729,6,2013-07-17
6034,52730,1,2013-07-17
6035,52730,2,2013-07-17
6036,52731,1,2013-07-17
6037,52732,1,2013-07-17
6038,52734,4,2013-07-17
6039,52735,1,2013-07-17
6040,52736,1,2013-07-17
6041,52737,1,2013-07-17
6042,52738,1,2013-07-17
6043,52739,1,2013-07-17
6044,52740,4,2013-07-17
6045,52741,1,2013-07-17
6046,52742,6,2013-07-17
6047,52743,1,2013-07-17
6048,52744,1,2013-07-17
6049,52745,1,2013-07-17
6050,52746,1,2013-07-17
6051,52747,1,2013-07-17
6052,52748,1,2013-07-17
6053,52749,1,2013-07-17
6054,52750,1,2013-07-17
6055,52751,1,2013-07-17
6056,52752,1,2013-07-17
6057,52753,1,2013-07-17
6058,52754,1,2013-07-17
6059,52754,10,2013-07-17
6060,52755,1,2013-07-17
6061,52756,1,2013-07-17
6062,52757,1,2013-07-17
6063,52758,1,2013-07-17
6064,52758,2,2013-07-17
6065,52759,2,2013-07-17
6066,52760,1,2013-07-17
6067,52761,1,2013-07-17
6068,52762,1,2013-07-17
6069,52764,5,2013-07-17
6070,52765,1,2013-07-17
6071,52766,1,2013-07-17
6072,52766,2,2013-07-17
6073,52767,1,2013-07-17
6074,52769,1,2013-07-17
6075,52770,1,2013-07-17
6076,52771,1,2013-07-17
6077,52772,1,2013-07-17
6078,52774,1,2013-07-17
6079,52775,1,2013-07-17
6080,52775,2,2013-07-17
6081,52776,2,2013-07-17
6082,52777,1,2013-07-17
6083,52778,1,2013-07-18
6084,52779,1,2013-07-18
6085,52780,1,2013-07-18
6086,52781,4,2013-07-18
6087,52782,1,2013-07-18
6088,52783,1,2013-07-18
6089,52783,10,2013-07-18
6090,52784,2,2013-07-18
6091,52785,1,2013-07-18
6092,52786,1,2013-07-18
6093,52787,1,2013-07-18
6094,52788,1,2013-07-18
6095,52789,1,2013-07-18
6096,52790,1,2013-07-18
6097,52791,1,2013-07-18
6098,52792,1,2013-07-18
6099,52793,1,2013-07-18
6100,52794,1,2013-07-18
6101,52795,1,2013-07-18
6102,52796,1,2013-07-18
6103,52798,1,2013-07-18
6104,52799,1,2013-07-18
6105,52800,1,2013-07-18
6106,52801,1,2013-07-18
6107,52802,1,2013-07-18
6108,52803,1,2013-07-18
6109,52804,1,2013-07-18
6110,52805,1,2013-07-18
6111,52806,1,2013-07-18
6112,52807,1,2013-07-18
6113,52808,1,2013-07-18
6114,52809,1,2013-07-18
6115,52810,1,2013-07-18
6116,52811,4,2013-07-18
6117,52811,10,2013-07-18
6118,52812,1,2013-07-18
6119,52813,1,2013-07-18
6120,52814,1,2013-07-18
6121,52815,1,2013-07-18
6122,52816,1,2013-07-18
6123,52817,1,2013-07-18
6124,52818,1,2013-07-18
6125,52819,1,2013-07-18
6126,52820,1,2013-07-18
6127,52821,1,2013-07-18
6128,52822,1,2013-07-18
6129,52823,1,2013-07-18
6130,52824,1,2013-07-18
6131,52825,2,2013-07-18
6132,52826,1,2013-07-18
6133,52827,1,2013-07-18
6134,52828,1,2013-07-18
6135,52830,1,2013-07-18
6136,52830,2,2013-07-18
6137,52831,1,2013-07-18
6138,52832,1,2013-07-18
6139,52832,2,2013-07-18
6140,52833,1,2013-07-18
6141,52833,2,2013-07-18
6142,52833,10,2013-07-18
6143,52834,1,2013-07-18
6144,52836,1,2013-07-18
6145,52838,1,2013-07-18
6146,52839,1,2013-07-18
6147,52841,1,2013-07-19
6148,52842,1,2013-07-19
6149,52845,1,2013-07-19
6150,52846,2,2013-07-19
6151,52847,1,2013-07-19
6152,52848,6,2013-07-19
6153,52849,1,2013-07-19
6154,52850,1,2013-07-19
6155,52851,1,2013-07-19
6156,52852,1,2013-07-19
6157,52853,1,2013-07-19
6158,52854,1,2013-07-19
6159,52856,1,2013-07-19
6160,52857,1,2013-07-19
6161,52858,4,2013-07-19
6162,52859,1,2013-07-19
6163,52860,1,2013-07-19
6164,52860,10,2013-07-19
6165,52861,1,2013-07-19
6166,52862,1,2013-07-19
6167,52863,1,2013-07-19
6168,52864,1,2013-07-19
6169,52865,1,2013-07-19
6170,52866,1,2013-07-19
6171,52867,1,2013-07-19
6172,52868,1,2013-07-19
6173,52869,1,2013-07-19
6174,52869,10,2013-07-19
6175,52870,1,2013-07-19
6176,52871,1,2013-07-19
6177,52872,1,2013-07-19
6178,52873,1,2013-07-19
6179,52874,1,2013-07-19
6180,52875,6,2013-07-19
6181,52876,1,2013-07-19
6182,52877,1,2013-07-19
6183,52877,10,2013-07-19
6184,52883,1,2013-07-20
6185,52884,1,2013-07-20
6186,52885,1,2013-07-20
6187,52886,1,2013-07-20
6188,52887,1,2013-07-20
6189,52887,10,2013-07-20
6190,52888,1,2013-07-20
6191,52889,4,2013-07-20
6192,52890,6,2013-07-20
6193,52891,6,2013-07-20
6194,52892,1,2013-07-20
6195,52893,1,2013-07-20
6196,52894,1,2013-07-20
6197,52895,1,2013-07-20
6198,52895,10,2013-07-20
6199,52896,1,2013-07-20
6200,52897,1,2013-07-20
6201,52898,1,2013-07-20
6202,52899,1,2013-07-20
6203,52900,1,2013-07-20
6204,52901,1,2013-07-20
6205,52903,1,2013-07-20
6206,52904,1,2013-07-20
6207,52904,10,2013-07-20
6208,52905,1,2013-07-20
6209,52906,1,2013-07-20
6210,52906,10,2013-07-20
6211,52907,1,2013-07-20
6212,52908,1,2013-07-20
6213,52909,1,2013-07-20
6214,52910,1,2013-07-20
6215,52911,1,2013-07-20
6216,52912,1,2013-07-20
6217,52913,1,2013-07-20
6218,52914,1,2013-07-20
6219,52915,1,2013-07-20
6220,52916,1,2013-07-20
6221,52917,1,2013-07-20
6222,52918,1,2013-07-20
6223,52919,2,2013-07-20
6224,52921,6,2013-07-20
6225,52922,1,2013-07-20
6226,52923,1,2013-07-20
6227,52925,1,2013-07-20
6228,52926,1,2013-07-20
6229,52928,1,2013-07-20
6230,52928,10,2013-07-20
6231,52929,1,2013-07-20
6232,52931,1,2013-07-21
6233,52931,10,2013-07-21
6234,52932,1,2013-07-21
6235,52933,1,2013-07-21
6236,52934,4,2013-07-21
6237,52935,1,2013-07-21
6238,52936,1,2013-07-21
6239,52937,6,2013-07-21
6240,52938,1,2013-07-21
6241,52939,1,2013-07-21
6242,52939,10,2013-07-21
6243,52940,1,2013-07-21
6244,52941,1,2013-07-21
6245,52942,1,2013-07-21
6246,52943,1,2013-07-21
6247,52944,1,2013-07-21
6248,52945,1,2013-07-21
6249,52946,1,2013-07-21
6250,52947,1,2013-07-21
6251,52948,1,2013-07-21
6252,52949,1,2013-07-21
6253,52950,1,2013-07-21
6254,52951,1,2013-07-21
6255,52951,10,2013-07-21
6256,52952,1,2013-07-21
6257,52953,1,2013-07-21
6258,52954,1,2013-07-21
6259,52955,2,2013-07-21
6260,52956,2,2013-07-21
6261,52959,1,2013-07-21
6262,52960,1,2013-07-21
6263,52960,2,2013-07-21
6264,52960,10,2013-07-21
6265,52961,1,2013-07-21
6266,52963,1,2013-07-22
6267,52964,1,2013-07-22
6268,52964,2,2013-07-22
6269,52966,2,2013-07-22
6270,52967,1,2013-07-22
6271,52968,4,2013-07-22
6272,52969,1,2013-07-22
6273,52970,1,2013-07-22
6274,52971,4,2013-07-22
6275,52972,1,2013-07-22
6276,52973,1,2013-07-22
6277,52974,1,2013-07-22
6278,52976,1,2013-07-22
6279,52977,1,2013-07-22
6280,52979,1,2013-07-22
6281,52980,1,2013-07-22
6282,52981,4,2013-07-22
6283,52982,1,2013-07-22
6284,52983,1,2013-07-22
6285,52984,1,2013-07-22
6286,52985,1,2013-07-22
6287,52986,1,2013-07-22
6288,52987,1,2013-07-22
6289,52988,1,2013-07-22
6290,52989,1,2013-07-22
6291,52990,1,2013-07-22
6292,52991,1,2013-07-22
6293,52992,1,2013-07-22
6294,52993,1,2013-07-22
6295,52994,1,2013-07-22
6296,52995,1,2013-07-22
6297,52995,10,2013-07-22
6298,52996,1,2013-07-22
6299,52997,1,2013-07-22
6300,52997,2,2013-07-22
6301,52998,1,2013-07-22
6302,52999,2,2013-07-22
6303,53000,2,2013-07-22
6304,53003,1,2013-07-22
6305,53004,1,2013-07-23
6306,53004,2,2013-07-23
6307,53006,1,2013-07-23
6308,53007,1,2013-07-23
6309,53008,1,2013-07-23
6310,53009,1,2013-07-23
6311,53011,1,2013-07-23
6312,53012,1,2013-07-23
6313,53013,1,2013-07-23
6314,53013,10,2013-07-23
6315,53014,1,2013-07-23
6316,53015,1,2013-07-23
6317,53016,1,2013-07-23
6318,53017,1,2013-07-23
6319,53018,1,2013-07-23
6320,53019,1,2013-07-23
6321,53020,1,2013-07-23
6322,53021,1,2013-07-23
6323,53022,1,2013-07-23
6324,53023,1,2013-07-23
6325,53024,1,2013-07-23
6326,53025,1,2013-07-23
6327,53026,1,2013-07-23
6328,53027,1,2013-07-23
6329,53028,1,2013-07-23
6330,53029,1,2013-07-23
6331,53030,1,2013-07-23
6332,53031,1,2013-07-23
6333,53032,6,2013-07-23
6334,53033,1,2013-07-23
6335,53034,1,2013-07-23
6336,53035,1,2013-07-23
6337,53036,1,2013-07-23
6338,53036,10,2013-07-23
6339,53037,1,2013-07-23
6340,53037,10,2013-07-23
6341,53038,1,2013-07-23
6342,53039,1,2013-07-23
6343,53040,1,2013-07-23
6344,53041,1,2013-07-23
6345,53042,1,2013-07-23
6346,53043,1,2013-07-23
6347,53043,10,2013-07-23
6348,53044,1,2013-07-23
6349,53045,1,2013-07-23
6350,53046,1,2013-07-23
6351,53047,1,2013-07-23
6352,53047,2,2013-07-23
6353,53048,1,2013-07-23
6354,53048,2,2013-07-23
6355,53049,1,2013-07-23
6356,53050,1,2013-07-23
6357,53051,2,2013-07-23
6358,53052,1,2013-07-23
6359,53052,2,2013-07-23
6360,53054,1,2013-07-23
6361,53055,1,2013-07-23
6362,53056,1,2013-07-23
6363,53057,2,2013-07-23
6364,53058,1,2013-07-23
6365,53058,2,2013-07-23
6366,53060,1,2013-07-23
6367,53062,1,2013-07-23
6368,53063,1,2013-07-23
6369,53063,2,2013-07-23
6370,53064,1,2013-07-23
6371,53064,2,2013-07-23
6372,53065,1,2013-07-23
6373,53065,2,2013-07-23
6374,53066,1,2013-07-23
6375,53066,2,2013-07-23
6376,53068,2,2013-07-24
6377,53069,6,2013-07-24
6378,53070,1,2013-07-24
6379,53071,1,2013-07-24
6380,53072,1,2013-07-24
6381,53073,1,2013-07-24
6382,53073,10,2013-07-24
6383,53074,1,2013-07-24
6384,53075,1,2013-07-24
6385,53076,1,2013-07-24
6386,53077,1,2013-07-24
6387,53078,1,2013-07-24
6388,53079,1,2013-07-24
6389,53080,1,2013-07-24
6390,53080,10,2013-07-24
6391,53081,1,2013-07-24
6392,53082,1,2013-07-24
6393,53083,1,2013-07-24
6394,53083,2,2013-07-24
6395,53084,1,2013-07-24
6396,53085,1,2013-07-24
6397,53086,1,2013-07-24
6398,53087,1,2013-07-24
6399,53088,1,2013-07-24
6400,53089,1,2013-07-24
6401,53090,1,2013-07-24
6402,53091,1,2013-07-24
6403,53092,1,2013-07-24
6404,53093,1,2013-07-24
6405,53094,4,2013-07-24
6406,53095,1,2013-07-24
6407,53096,1,2013-07-24
6408,53097,1,2013-07-24
6409,53098,6,2013-07-24
6410,53100,1,2013-07-24
6411,53101,1,2013-07-24
6412,53102,1,2013-07-24
6413,53103,1,2013-07-24
6414,53104,1,2013-07-24
6415,53104,10,2013-07-24
6416,53105,1,2013-07-24
6417,53106,1,2013-07-24
6418,53107,1,2013-07-24
6419,53108,1,2013-07-24
6420,53109,1,2013-07-24
6421,53110,1,2013-07-24
6422,53111,1,2013-07-24
6423,53112,1,2013-07-24
6424,53113,1,2013-07-24
6425,53114,1,2013-07-24
6426,53115,1,2013-07-24
6427,53116,1,2013-07-24
6428,53117,1,2013-07-24
6429,53117,10,2013-07-24
6430,53118,1,2013-07-24
6431,53118,10,2013-07-24
6432,53119,2,2013-07-24
6433,53120,1,2013-07-24
6434,53121,1,2013-07-24
6435,53122,1,2013-07-24
6436,53123,1,2013-07-24
6437,53124,1,2013-07-24
6438,53125,1,2013-07-24
6439,53126,2,2013-07-24
6440,53127,1,2013-07-24
6441,53128,1,2013-07-24
6442,53128,2,2013-07-24
6443,53129,1,2013-07-24
6444,53130,1,2013-07-24
6445,53131,1,2013-07-24
6446,53131,2,2013-07-24
6447,53131,10,2013-07-24
6448,53134,1,2013-07-25
6449,53135,1,2013-07-25
6450,53136,1,2013-07-25
6451,53137,1,2013-07-25
6452,53138,4,2013-07-25
6453,53138,10,2013-07-25
6454,53139,1,2013-07-25
6455,53139,10,2013-07-25
6456,53140,1,2013-07-25
6457,53141,1,2013-07-25
6458,53141,2,2013-07-25
6459,53142,4,2013-07-25
6460,53143,1,2013-07-25
6461,53144,1,2013-07-25
6462,53145,1,2013-07-25
6463,53145,10,2013-07-25
6464,53146,1,2013-07-25
6465,53147,1,2013-07-25
6466,53147,10,2013-07-25
6467,53148,1,2013-07-25
6468,53149,1,2013-07-25
6469,53150,1,2013-07-25
6470,53151,1,2013-07-25
6471,53152,6,2013-07-25
6472,53153,1,2013-07-25
6473,53154,1,2013-07-25
6474,53155,1,2013-07-25
6475,53156,4,2013-07-25
6476,53157,1,2013-07-25
6477,53158,1,2013-07-25
6478,53159,1,2013-07-25
6479,53160,1,2013-07-25
6480,53161,1,2013-07-25
6481,53162,1,2013-07-25
6482,53163,1,2013-07-25
6483,53164,1,2013-07-25
6484,53165,1,2013-07-25
6485,53166,1,2013-07-25
6486,53167,1,2013-07-25
6487,53168,1,2013-07-25
6488,53169,1,2013-07-25
6489,53170,1,2013-07-25
6490,53171,1,2013-07-25
6491,53173,2,2013-07-25
6492,53174,1,2013-07-25
6493,53174,2,2013-07-25
6494,53175,1,2013-07-25
6495,53175,2,2013-07-25
6496,53176,2,2013-07-25
6497,53177,1,2013-07-25
6498,53178,1,2013-07-25
6499,53180,1,2013-07-25
6500,53185,1,2013-07-26
6501,53186,1,2013-07-26
6502,53186,10,2013-07-26
6503,53187,1,2013-07-26
6504,53188,1,2013-07-26
6505,53189,1,2013-07-26
6506,53190,1,2013-07-26
6507,53191,1,2013-07-26
6508,53192,6,2013-07-26
6509,53193,1,2013-07-26
6510,53193,10,2013-07-26
6511,53194,1,2013-07-26
6512,53195,1,2013-07-26
6513,53197,4,2013-07-26
6514,53198,1,2013-07-26
6515,53199,1,2013-07-26
6516,53200,1,2013-07-26
6517,53201,4,2013-07-26
6518,53201,10,2013-07-26
6519,53203,1,2013-07-26
6520,53204,1,2013-07-26
6521,53204,10,2013-07-26
6522,53205,1,2013-07-26
6523,53205,10,2013-07-26
6524,53206,1,2013-07-26
6525,53207,1,2013-07-26
6526,53208,1,2013-07-26
6527,53209,1,2013-07-26
6528,53210,1,2013-07-26
6529,53211,1,2013-07-26
6530,53212,1,2013-07-26
6531,53213,1,2013-07-26
6532,53214,1,2013-07-26
6533,53215,1,2013-07-26
6534,53216,1,2013-07-26
6535,53217,6,2013-07-26
6536,53218,1,2013-07-26
6537,53219,1,2013-07-26
6538,53219,10,2013-07-26
6539,53220,1,2013-07-26
6540,53221,1,2013-07-26
6541,53222,1,2013-07-26
6542,53223,1,2013-07-26
6543,53225,1,2013-07-26
6544,53228,1,2013-07-26
6545,53229,1,2013-07-26
6546,53230,1,2013-07-26
6547,53231,1,2013-07-26
6548,53232,1,2013-07-26
6549,53233,6,2013-07-26
6550,53234,1,2013-07-26
6551,53235,1,2013-07-26
6552,53236,1,2013-07-26
6553,53239,1,2013-07-26
6554,53240,2,2013-07-27
6555,53241,1,2013-07-27
6556,53241,2,2013-07-27
6557,53243,4,2013-07-27
6558,53244,1,2013-07-27
6559,53245,1,2013-07-27
6560,53246,1,2013-07-27
6561,53247,4,2013-07-27
6562,53248,1,2013-07-27
6563,53249,1,2013-07-27
6564,53250,1,2013-07-27
6565,53251,1,2013-07-27
6566,53252,1,2013-07-27
6567,53252,10,2013-07-27
6568,53253,1,2013-07-27
6569,53254,1,2013-07-27
6570,53255,1,2013-07-27
6571,53255,10,2013-07-27
6572,53256,1,2013-07-27
6573,53257,1,2013-07-27
6574,53258,1,2013-07-27
6575,53259,1,2013-07-27
6576,53260,1,2013-07-27
6577,53261,6,2013-07-27
6578,53262,1,2013-07-27
6579,53263,1,2013-07-27
6580,53264,1,2013-07-27
6581,53265,1,2013-07-27
6582,53266,1,2013-07-27
6583,53267,1,2013-07-27
6584,53268,1,2013-07-27
6585,53269,1,2013-07-27
6586,53270,1,2013-07-27
6587,53271,1,2013-07-27
6588,53272,1,2013-07-27
6589,53273,1,2013-07-27
6590,53274,1,2013-07-27
6591,53275,1,2013-07-27
6592,53276,1,2013-07-27
6593,53277,1,2013-07-27
6594,53278,1,2013-07-27
6595,53279,1,2013-07-27
6596,53280,1,2013-07-27
6597,53281,1,2013-07-27
6598,53282,1,2013-07-27
6599,53283,1,2013-07-27
6600,53283,2,2013-07-27
6601,53284,1,2013-07-27
6602,53286,1,2013-07-27
6603,53288,1,2013-07-27
6604,53289,1,2013-07-28
6605,53291,1,2013-07-28
6606,53292,1,2013-07-28
6607,53293,1,2013-07-28
6608,53294,1,2013-07-28
6609,53295,1,2013-07-28
6610,53296,1,2013-07-28
6611,53296,10,2013-07-28
6612,53297,1,2013-07-28
6613,53298,1,2013-07-28
6614,53299,1,2013-07-28
6615,53299,10,2013-07-28
6616,53300,1,2013-07-28
6617,53301,1,2013-07-28
6618,53302,1,2013-07-28
6619,53303,1,2013-07-28
6620,53304,1,2013-07-28
